age,bmi,daily_income_inr,children,smoker_tobacco,occupation,tier_city,recommended_policy
23,27.0,1147,2,Yes,Auto/Taxi Driver,Rural,Micro-Endowment (Chota Bachat)
21,26.4,493,0,Yes,Delivery Partner (Gig Worker),Tier-1,PMSBY (Accidental Cover - ₹20/year)
47,26.0,1371,3,Yes,Delivery Partner (Gig Worker),Tier-1,PMSBY (Accidental Cover - ₹20/year)
28,21.2,371,0,Yes,Daily Wage Laborer (MNREGA),Rural,PMSBY (Accidental Cover - ₹20/year)
47,17.3,730,1,Yes,Daily Wage Laborer (MNREGA),Rural,PMSBY (Accidental Cover - ₹20/year)
48,22.6,1343,0,Yes,Security Guard,Tier-2,Saral Jeevan Bima (Standard Term)
41,27.5,265,1,No,Small Shopkeeper,Tier-2,PMJJBY (Life Cover - ₹436/year)
26,28.9,340,3,No,Daily Wage Laborer (MNREGA),Rural,Micro-Endowment (Chota Bachat)
20,26.5,645,3,No,Delivery Partner (Gig Worker),Rural,Saral Jeevan Bima (Standard Term)
48,25.5,388,3,No,Street Vendor (Rehdi),Tier-1,PMJJBY (Life Cover - ₹436/year)
57,25.3,357,3,No,Daily Wage Laborer (MNREGA),Tier-1,PMSBY (Accidental Cover - ₹20/year)
54,22.1,869,0,No,Farmer (Kisan),Tier-2,Saral Jeevan Bima (Standard Term)
53,23.5,445,1,No,Security Guard,Tier-2,Micro-Endowment (Chota Bachat)
41,29.8,1055,2,No,Farmer (Kisan),Tier-2,Saral Jeevan Bima (Standard Term)
48,20.7,1143,3,Yes,Small Shopkeeper,Tier-1,Saral Jeevan Bima (Standard Term)
23,29.7,947,3,No,Farmer (Kisan),Tier-1,Saral Jeevan Bima (Standard Term)
19,22.9,1256,1,No,Street Vendor (Rehdi),Tier-1,Saral Jeevan Bima (Standard Term)
37,28.6,529,2,No,Security Guard,Tier-2,PMSBY (Accidental Cover - ₹20/year)
45,19.1,711,3,No,Small Shopkeeper,Rural,Gramin Dak Sevak (Rural Postal Life)
28,26.1,1049,2,Yes,Auto/Taxi Driver,Tier-2,PMSBY (Accidental Cover - ₹20/year)
21,21.4,1294,3,Yes,Delivery Partner (Gig Worker),Tier-1,PMSBY (Accidental Cover - ₹20/year)
32,19.0,278,0,No,Delivery Partner (Gig Worker),Tier-2,PMSBY (Accidental Cover - ₹20/year)
23,24.8,368,0,No,Daily Wage Laborer (MNREGA),Tier-2,PMSBY (Accidental Cover - ₹20/year)
47,27.5,1009,2,Yes,Delivery Partner (Gig Worker),Tier-2,PMSBY (Accidental Cover - ₹20/year)
55,21.0,1182,1,Yes,Street Vendor (Rehdi),Tier-2,Saral Jeevan Bima (Standard Term)
19,18.8,379,1,No,Delivery Partner (Gig Worker),Tier-1,PMSBY (Accidental Cover - ₹20/year)
32,23.7,459,0,No,Street Vendor (Rehdi),Tier-2,Saral Jeevan Bima (Standard Term)
28,23.7,1228,1,No,Auto/Taxi Driver,Tier-1,PMSBY (Accidental Cover - ₹20/year)
25,25.9,496,1,Yes,Street Vendor (Rehdi),Tier-2,PMJJBY (Life Cover - ₹436/year)
43,27.3,819,1,Yes,Auto/Taxi Driver,Tier-1,PMSBY (Accidental Cover - ₹20/year)
22,23.8,1054,2,Yes,Auto/Taxi Driver,Rural,Saral Jeevan Bima (Standard Term)
23,30.5,559,2,No,Auto/Taxi Driver,Tier-1,PMSBY (Accidental Cover - ₹20/year)
43,24.8,316,1,Yes,Street Vendor (Rehdi),Tier-1,PMJJBY (Life Cover - ₹436/year)
21,22.8,556,0,Yes,Small Shopkeeper,Rural,Gramin Dak Sevak (Rural Postal Life)
36,18.4,1156,1,No,Auto/Taxi Driver,Rural,PMSBY (Accidental Cover - ₹20/year)
37,23.1,638,3,No,Small Shopkeeper,Rural,Gramin Dak Sevak (Rural Postal Life)
50,22.8,1411,0,Yes,Street Vendor (Rehdi),Rural,Saral Jeevan Bima (Standard Term)
37,27.4,1338,2,No,Security Guard,Rural,Saral Jeevan Bima (Standard Term)
29,25.6,1459,3,No,Auto/Taxi Driver,Rural,PMSBY (Accidental Cover - ₹20/year)
18,19.9,721,1,No,Street Vendor (Rehdi),Tier-2,Micro-Endowment (Chota Bachat)
43,24.6,398,1,No,Street Vendor (Rehdi),Tier-2,PMJJBY (Life Cover - ₹436/year)
31,26.4,1273,0,No,Small Shopkeeper,Rural,Saral Jeevan Bima (Standard Term)
55,29.3,1365,0,Yes,Street Vendor (Rehdi),Tier-1,Saral Jeevan Bima (Standard Term)
54,27.1,869,1,No,Daily Wage Laborer (MNREGA),Tier-1,PMSBY (Accidental Cover - ₹20/year)
28,26.7,1253,1,No,Small Shopkeeper,Rural,Saral Jeevan Bima (Standard Term)
53,24.2,1305,0,No,Small Shopkeeper,Tier-2,Saral Jeevan Bima (Standard Term)
30,25.4,230,3,No,Daily Wage Laborer (MNREGA),Tier-2,PMSBY (Accidental Cover - ₹20/year)
20,28.4,1207,2,No,Auto/Taxi Driver,Tier-1,PMSBY (Accidental Cover - ₹20/year)
50,19.3,532,0,No,Delivery Partner (Gig Worker),Rural,PMSBY (Accidental Cover - ₹20/year)
23,22.8,859,3,Yes,Security Guard,Tier-2,Saral Jeevan Bima (Standard Term)
27,21.3,376,1,Yes,Delivery Partner (Gig Worker),Rural,PMSBY (Accidental Cover - ₹20/year)
22,25.3,569,2,No,Auto/Taxi Driver,Rural,PMSBY (Accidental Cover - ₹20/year)
40,28.3,746,3,Yes,Farmer (Kisan),Tier-1,Gramin Dak Sevak (Rural Postal Life)
27,21.9,734,2,No,Farmer (Kisan),Rural,Micro-Endowment (Chota Bachat)
19,15.6,1329,2,Yes,Security Guard,Rural,Saral Jeevan Bima (Standard Term)
30,22.6,296,2,No,Small Shopkeeper,Tier-1,PMJJBY (Life Cover - ₹436/year)
57,27.2,429,3,No,Security Guard,Tier-2,Micro-Endowment (Chota Bachat)
19,25.9,426,3,Yes,Security Guard,Rural,PMJJBY (Life Cover - ₹436/year)
37,25.5,570,1,Yes,Daily Wage Laborer (MNREGA),Tier-1,PMSBY (Accidental Cover - ₹20/year)
18,23.0,1323,2,Yes,Daily Wage Laborer (MNREGA),Tier-2,PMSBY (Accidental Cover - ₹20/year)
54,19.5,254,0,Yes,Farmer (Kisan),Rural,Gramin Dak Sevak (Rural Postal Life)
26,25.8,1418,0,No,Security Guard,Tier-2,Saral Jeevan Bima (Standard Term)
34,21.1,623,0,No,Street Vendor (Rehdi),Tier-1,Micro-Endowment (Chota Bachat)
26,31.6,514,3,Yes,Delivery Partner (Gig Worker),Rural,PMSBY (Accidental Cover - ₹20/year)
28,26.0,1351,1,No,Farmer (Kisan),Tier-1,Saral Jeevan Bima (Standard Term)
32,22.0,231,3,Yes,Security Guard,Tier-1,PMJJBY (Life Cover - ₹436/year)
41,21.9,292,2,No,Street Vendor (Rehdi),Rural,PMJJBY (Life Cover - ₹436/year)
55,23.7,718,0,Yes,Security Guard,Tier-1,Micro-Endowment (Chota Bachat)
52,23.2,1481,3,No,Small Shopkeeper,Tier-2,Saral Jeevan Bima (Standard Term)
47,27.9,1052,0,No,Auto/Taxi Driver,Tier-1,PMSBY (Accidental Cover - ₹20/year)
48,24.7,1443,3,No,Street Vendor (Rehdi),Rural,Saral Jeevan Bima (Standard Term)
22,21.4,951,0,No,Small Shopkeeper,Rural,Saral Jeevan Bima (Standard Term)
31,30.6,1329,2,No,Delivery Partner (Gig Worker),Tier-2,PMSBY (Accidental Cover - ₹20/year)
28,24.2,615,0,No,Auto/Taxi Driver,Rural,PMSBY (Accidental Cover - ₹20/year)
26,26.7,756,2,No,Small Shopkeeper,Tier-1,Micro-Endowment (Chota Bachat)
51,21.9,565,2,Yes,Daily Wage Laborer (MNREGA),Tier-1,PMSBY (Accidental Cover - ₹20/year)
29,25.3,798,3,No,Farmer (Kisan),Rural,Gramin Dak Sevak (Rural Postal Life)
52,25.1,530,3,Yes,Security Guard,Tier-2,Micro-Endowment (Chota Bachat)
52,17.4,888,3,No,Farmer (Kisan),Tier-2,Saral Jeevan Bima (Standard Term)
18,31.1,210,2,No,Delivery Partner (Gig Worker),Rural,PMSBY (Accidental Cover - ₹20/year)
57,28.5,1017,1,No,Security Guard,Tier-1,Saral Jeevan Bima (Standard Term)
39,22.6,618,1,No,Auto/Taxi Driver,Rural,PMSBY (Accidental Cover - ₹20/year)
46,20.1,1345,2,Yes,Street Vendor (Rehdi),Rural,Saral Jeevan Bima (Standard Term)
25,25.2,1110,2,No,Street Vendor (Rehdi),Tier-2,Saral Jeevan Bima (Standard Term)
28,24.3,1458,3,Yes,Security Guard,Tier-1,Saral Jeevan Bima (Standard Term)
58,25.2,547,3,Yes,Auto/Taxi Driver,Tier-2,PMSBY (Accidental Cover - ₹20/year)
54,24.7,1157,3,No,Security Guard,Tier-2,Saral Jeevan Bima (Standard Term)
31,25.8,611,1,Yes,Security Guard,Tier-1,Micro-Endowment (Chota Bachat)
47,29.1,1447,1,No,Small Shopkeeper,Tier-1,Saral Jeevan Bima (Standard Term)
52,26.0,352,2,No,Security Guard,Tier-1,Micro-Endowment (Chota Bachat)
38,20.3,1435,1,No,Street Vendor (Rehdi),Rural,Saral Jeevan Bima (Standard Term)
54,28.8,291,3,Yes,Delivery Partner (Gig Worker),Tier-1,PMSBY (Accidental Cover - ₹20/year)
22,29.7,530,3,No,Security Guard,Rural,Gramin Dak Sevak (Rural Postal Life)
36,35.0,1154,3,No,Street Vendor (Rehdi),Tier-2,Saral Jeevan Bima (Standard Term)
31,20.1,1169,3,No,Daily Wage Laborer (MNREGA),Tier-1,PMSBY (Accidental Cover - ₹20/year)
43,24.9,753,3,No,Auto/Taxi Driver,Rural,PMSBY (Accidental Cover - ₹20/year)
21,16.7,1129,0,No,Daily Wage Laborer (MNREGA),Rural,Gramin Dak Sevak (Rural Postal Life)
42,25.9,1451,2,Yes,Security Guard,Rural,Saral Jeevan Bima (Standard Term)
59,22.1,393,2,No,Street Vendor (Rehdi),Rural,Gramin Dak Sevak (Rural Postal Life)
42,30.7,729,1,No,Auto/Taxi Driver,Tier-2,PMSBY (Accidental Cover - ₹20/year)
35,21.3,1044,3,No,Farmer (Kisan),Tier-1,Saral Jeevan Bima (Standard Term)
57,18.1,1466,0,Yes,Auto/Taxi Driver,Tier-1,PMSBY (Accidental Cover - ₹20/year)
25,22.4,1499,3,No,Auto/Taxi Driver,Tier-1,PMSBY (Accidental Cover - ₹20/year)
56,17.1,838,3,No,Security Guard,Tier-1,PMSBY (Accidental Cover - ₹20/year)
57,26.6,677,1,No,Small Shopkeeper,Tier-1,Micro-Endowment (Chota Bachat)
31,16.8,679,0,No,Daily Wage Laborer (MNREGA),Tier-1,PMSBY (Accidental Cover - ₹20/year)
49,24.1,487,0,Yes,Daily Wage Laborer (MNREGA),Rural,PMSBY (Accidental Cover - ₹20/year)
55,16.7,897,2,Yes,Farmer (Kisan),Tier-1,PMSBY (Accidental Cover - ₹20/year)
50,22.9,894,3,No,Security Guard,Rural,Saral Jeevan Bima (Standard Term)
40,29.8,739,0,No,Auto/Taxi Driver,Tier-2,PMSBY (Accidental Cover - ₹20/year)
32,25.3,529,2,No,Small Shopkeeper,Rural,Gramin Dak Sevak (Rural Postal Life)
50,21.0,669,0,Yes,Delivery Partner (Gig Worker),Tier-2,PMSBY (Accidental Cover - ₹20/year)
42,23.9,1048,3,No,Daily Wage Laborer (MNREGA),Tier-1,PMSBY (Accidental Cover - ₹20/year)
34,24.1,733,2,Yes,Daily Wage Laborer (MNREGA),Tier-2,PMSBY (Accidental Cover - ₹20/year)
50,25.7,666,0,No,Street Vendor (Rehdi),Tier-2,Micro-Endowment (Chota Bachat)
19,19.2,1176,1,Yes,Auto/Taxi Driver,Rural,PMJJBY (Life Cover - ₹436/year)
31,26.1,619,0,No,Security Guard,Rural,Gramin Dak Sevak (Rural Postal Life)
57,14.5,1345,3,No,Daily Wage Laborer (MNREGA),Tier-2,PMSBY (Accidental Cover - ₹20/year)
57,21.8,961,1,No,Small Shopkeeper,Tier-2,PMSBY (Accidental Cover - ₹20/year)
56,22.3,1205,0,No,Security Guard,Tier-1,Saral Jeevan Bima (Standard Term)
23,26.2,1090,0,No,Auto/Taxi Driver,Rural,Saral Jeevan Bima (Standard Term)
23,24.1,507,2,Yes,Auto/Taxi Driver,Tier-2,PMSBY (Accidental Cover - ₹20/year)
20,19.1,1123,3,No,Daily Wage Laborer (MNREGA),Rural,PMSBY (Accidental Cover - ₹20/year)
24,20.6,533,0,No,Farmer (Kisan),Tier-1,Gramin Dak Sevak (Rural Postal Life)
25,24.7,1153,0,Yes,Security Guard,Tier-1,Saral Jeevan Bima (Standard Term)
59,23.7,1221,0,No,Security Guard,Tier-2,Saral Jeevan Bima (Standard Term)
32,22.0,988,3,No,Street Vendor (Rehdi),Tier-1,Saral Jeevan Bima (Standard Term)
46,22.3,1031,1,Yes,Small Shopkeeper,Tier-2,Saral Jeevan Bima (Standard Term)
50,26.4,1043,3,Yes,Auto/Taxi Driver,Rural,PMSBY (Accidental Cover - ₹20/year)
47,22.2,449,2,No,Auto/Taxi Driver,Rural,PMSBY (Accidental Cover - ₹20/year)
56,23.7,1318,2,No,Daily Wage Laborer (MNREGA),Tier-2,PMSBY (Accidental Cover - ₹20/year)
44,31.6,383,3,Yes,Daily Wage Laborer (MNREGA),Tier-2,PMSBY (Accidental Cover - ₹20/year)
53,19.0,1483,0,No,Daily Wage Laborer (MNREGA),Tier-2,PMSBY (Accidental Cover - ₹20/year)
46,17.5,998,0,No,Street Vendor (Rehdi),Rural,Saral Jeevan Bima (Standard Term)
55,26.7,385,1,Yes,Small Shopkeeper,Rural,Gramin Dak Sevak (Rural Postal Life)
50,21.6,1292,3,Yes,Farmer (Kisan),Tier-1,Saral Jeevan Bima (Standard Term)
54,22.9,1037,3,No,Daily Wage Laborer (MNREGA),Tier-1,PMSBY (Accidental Cover - ₹20/year)
44,21.3,826,0,No,Daily Wage Laborer (MNREGA),Rural,PMSBY (Accidental Cover - ₹20/year)
50,23.1,1058,2,No,Delivery Partner (Gig Worker),Rural,PMSBY (Accidental Cover - ₹20/year)
21,29.6,207,2,No,Small Shopkeeper,Tier-2,PMJJBY (Life Cover - ₹436/year)
39,26.8,1488,1,Yes,Daily Wage Laborer (MNREGA),Rural,PMSBY (Accidental Cover - ₹20/year)
19,27.0,982,1,No,Street Vendor (Rehdi),Rural,Saral Jeevan Bima (Standard Term)
27,19.0,974,2,No,Security Guard,Tier-1,Saral Jeevan Bima (Standard Term)
22,20.0,1206,3,Yes,Farmer (Kisan),Tier-1,Saral Jeevan Bima (Standard Term)
27,14.1,876,1,No,Security Guard,Tier-2,Saral Jeevan Bima (Standard Term)
50,21.2,1306,0,Yes,Delivery Partner (Gig Worker),Tier-1,Gramin Dak Sevak (Rural Postal Life)
55,27.3,410,3,No,Auto/Taxi Driver,Tier-2,PMSBY (Accidental Cover - ₹20/year)
30,25.8,689,0,Yes,Auto/Taxi Driver,Rural,PMSBY (Accidental Cover - ₹20/year)
48,23.2,838,1,Yes,Daily Wage Laborer (MNREGA),Rural,PMSBY (Accidental Cover - ₹20/year)
53,23.9,390,2,No,Delivery Partner (Gig Worker),Tier-2,PMSBY (Accidental Cover - ₹20/year)
41,21.6,870,1,Yes,Security Guard,Tier-1,Saral Jeevan Bima (Standard Term)
32,24.7,1042,2,No,Street Vendor (Rehdi),Tier-1,Saral Jeevan Bima (Standard Term)
46,26.7,534,3,Yes,Farmer (Kisan),Rural,Gramin Dak Sevak (Rural Postal Life)
25,18.3,1310,1,Yes,Small Shopkeeper,Tier-1,Gramin Dak Sevak (Rural Postal Life)
22,25.0,778,1,Yes,Security Guard,Tier-2,Micro-Endowment (Chota Bachat)
46,27.3,261,1,Yes,Delivery Partner (Gig Worker),Rural,PMSBY (Accidental Cover - ₹20/year)
21,22.5,586,3,Yes,Delivery Partner (Gig Worker),Tier-1,PMSBY (Accidental Cover - ₹20/year)
29,26.5,1369,0,No,Small Shopkeeper,Rural,Saral Jeevan Bima (Standard Term)
19,33.9,352,0,Yes,Security Guard,Rural,PMJJBY (Life Cover - ₹436/year)
44,23.6,818,2,Yes,Farmer (Kisan),Tier-1,Saral Jeevan Bima (Standard Term)
48,25.4,897,1,No,Security Guard,Tier-2,Saral Jeevan Bima (Standard Term)
53,21.4,377,0,Yes,Security Guard,Tier-1,Micro-Endowment (Chota Bachat)
53,24.6,1046,3,No,Farmer (Kisan),Tier-1,Saral Jeevan Bima (Standard Term)
43,25.6,686,1,Yes,Street Vendor (Rehdi),Tier-1,Micro-Endowment (Chota Bachat)
44,24.7,1470,2,Yes,Small Shopkeeper,Tier-1,Saral Jeevan Bima (Standard Term)
22,20.4,1477,0,No,Delivery Partner (Gig Worker),Tier-1,PMSBY (Accidental Cover - ₹20/year)
37,24.7,699,3,No,Farmer (Kisan),Tier-1,Gramin Dak Sevak (Rural Postal Life)
28,29.1,740,3,Yes,Daily Wage Laborer (MNREGA),Tier-2,PMSBY (Accidental Cover - ₹20/year)
27,25.6,212,2,No,Daily Wage Laborer (MNREGA),Rural,PMSBY (Accidental Cover - ₹20/year)
57,27.4,350,0,Yes,Daily Wage Laborer (MNREGA),Tier-2,PMSBY (Accidental Cover - ₹20/year)
55,23.2,1273,1,Yes,Daily Wage Laborer (MNREGA),Tier-1,PMSBY (Accidental Cover - ₹20/year)
23,26.6,1438,3,No,Small Shopkeeper,Tier-2,Saral Jeevan Bima (Standard Term)
25,25.0,1190,2,Yes,Auto/Taxi Driver,Rural,PMSBY (Accidental Cover - ₹20/year)
40,20.7,843,3,No,Street Vendor (Rehdi),Tier-2,Saral Jeevan Bima (Standard Term)
43,25.1,571,3,Yes,Auto/Taxi Driver,Tier-1,PMSBY (Accidental Cover - ₹20/year)
29,20.5,1336,0,No,Security Guard,Rural,Saral Jeevan Bima (Standard Term)
43,21.8,451,0,No,Security Guard,Tier-1,PMJJBY (Life Cover - ₹436/year)
30,24.7,252,1,No,Farmer (Kisan),Tier-1,PMJJBY (Life Cover - ₹436/year)
57,25.0,1353,3,Yes,Daily Wage Laborer (MNREGA),Rural,PMSBY (Accidental Cover - ₹20/year)
35,19.8,392,2,No,Farmer (Kisan),Rural,PMJJBY (Life Cover - ₹436/year)
42,27.7,790,3,No,Security Guard,Tier-1,Micro-Endowment (Chota Bachat)
50,26.0,1280,2,No,Daily Wage Laborer (MNREGA),Tier-2,PMSBY (Accidental Cover - ₹20/year)
57,21.5,296,3,No,Small Shopkeeper,Rural,Gramin Dak Sevak (Rural Postal Life)
29,18.6,397,2,No,Delivery Partner (Gig Worker),Tier-2,PMSBY (Accidental Cover - ₹20/year)
53,23.5,346,3,No,Street Vendor (Rehdi),Tier-2,Micro-Endowment (Chota Bachat)
21,22.4,922,3,Yes,Security Guard,Rural,Saral Jeevan Bima (Standard Term)
22,24.4,883,1,No,Delivery Partner (Gig Worker),Tier-2,PMSBY (Accidental Cover - ₹20/year)
54,22.7,1235,0,No,Farmer (Kisan),Rural,Saral Jeevan Bima (Standard Term)
25,17.0,532,0,Yes,Delivery Partner (Gig Worker),Rural,PMSBY (Accidental Cover - ₹20/year)
59,22.6,1443,2,No,Farmer (Kisan),Rural,Saral Jeevan Bima (Standard Term)
45,22.9,711,3,No,Security Guard,Rural,Gramin Dak Sevak (Rural Postal Life)
48,26.2,371,3,No,Auto/Taxi Driver,Tier-2,PMSBY (Accidental Cover - ₹20/year)
26,21.6,1389,0,Yes,Small Shopkeeper,Tier-2,Saral Jeevan Bima (Standard Term)
46,29.9,1393,2,Yes,Small Shopkeeper,Rural,Saral Jeevan Bima (Standard Term)
31,17.3,763,1,No,Street Vendor (Rehdi),Rural,Gramin Dak Sevak (Rural Postal Life)
57,28.6,711,1,No,Small Shopkeeper,Rural,Gramin Dak Sevak (Rural Postal Life)
58,23.2,1412,1,No,Delivery Partner (Gig Worker),Rural,PMSBY (Accidental Cover - ₹20/year)
39,27.0,1343,3,No,Small Shopkeeper,Tier-1,Saral Jeevan Bima (Standard Term)
28,24.3,304,2,No,Delivery Partner (Gig Worker),Tier-2,PMSBY (Accidental Cover - ₹20/year)
40,28.0,873,0,Yes,Security Guard,Tier-2,Saral Jeevan Bima (Standard Term)
18,22.6,1006,3,Yes,Small Shopkeeper,Rural,Saral Jeevan Bima (Standard Term)
54,20.2,1264,3,Yes,Security Guard,Tier-1,Saral Jeevan Bima (Standard Term)
38,29.0,1088,1,Yes,Small Shopkeeper,Tier-1,Saral Jeevan Bima (Standard Term)
43,23.6,1075,2,No,Farmer (Kisan),Tier-1,Saral Jeevan Bima (Standard Term)
53,24.8,876,2,No,Daily Wage Laborer (MNREGA),Rural,PMSBY (Accidental Cover - ₹20/year)
40,28.3,520,1,No,Daily Wage Laborer (MNREGA),Tier-1,PMSBY (Accidental Cover - ₹20/year)
18,20.4,534,1,No,Daily Wage Laborer (MNREGA),Rural,PMSBY (Accidental Cover - ₹20/year)
57,26.1,1383,1,No,Farmer (Kisan),Tier-1,Saral Jeevan Bima (Standard Term)
32,21.9,463,3,No,Daily Wage Laborer (MNREGA),Rural,PMSBY (Accidental Cover - ₹20/year)
38,23.5,1064,3,No,Security Guard,Rural,Gramin Dak Sevak (Rural Postal Life)
26,24.3,551,3,Yes,Auto/Taxi Driver,Tier-2,PMSBY (Accidental Cover - ₹20/year)
26,18.7,1433,0,No,Auto/Taxi Driver,Rural,PMSBY (Accidental Cover - ₹20/year)
27,21.3,875,0,Yes,Small Shopkeeper,Tier-1,Saral Jeevan Bima (Standard Term)
43,28.7,1118,2,Yes,Auto/Taxi Driver,Tier-2,PMSBY (Accidental Cover - ₹20/year)
58,27.1,204,1,No,Daily Wage Laborer (MNREGA),Tier-1,PMSBY (Accidental Cover - ₹20/year)
52,23.8,233,1,Yes,Auto/Taxi Driver,Rural,PMSBY (Accidental Cover - ₹20/year)
42,24.9,1368,3,Yes,Delivery Partner (Gig Worker),Tier-2,PMSBY (Accidental Cover - ₹20/year)
43,23.0,550,0,No,Daily Wage Laborer (MNREGA),Rural,PMSBY (Accidental Cover - ₹20/year)
28,28.7,782,1,No,Delivery Partner (Gig Worker),Rural,PMSBY (Accidental Cover - ₹20/year)
55,23.3,664,2,Yes,Security Guard,Tier-1,Micro-Endowment (Chota Bachat)
19,24.8,547,1,Yes,Delivery Partner (Gig Worker),Tier-1,PMSBY (Accidental Cover - ₹20/year)
24,28.0,324,3,No,Security Guard,Tier-1,PMJJBY (Life Cover - ₹436/year)
35,21.3,1494,3,Yes,Farmer (Kisan),Tier-2,Saral Jeevan Bima (Standard Term)
44,29.5,556,0,No,Farmer (Kisan),Tier-1,PMSBY (Accidental Cover - ₹20/year)
51,18.6,726,2,No,Small Shopkeeper,Rural,Gramin Dak Sevak (Rural Postal Life)
44,29.7,697,2,No,Delivery Partner (Gig Worker),Tier-2,PMSBY (Accidental Cover - ₹20/year)
34,22.7,1376,1,Yes,Street Vendor (Rehdi),Tier-1,Saral Jeevan Bima (Standard Term)
41,23.2,252,2,No,Security Guard,Tier-1,PMJJBY (Life Cover - ₹436/year)
42,17.4,348,1,No,Daily Wage Laborer (MNREGA),Tier-1,PMSBY (Accidental Cover - ₹20/year)
24,22.4,702,1,Yes,Street Vendor (Rehdi),Rural,Gramin Dak Sevak (Rural Postal Life)
23,20.4,1069,0,Yes,Security Guard,Tier-1,Saral Jeevan Bima (Standard Term)
41,21.9,418,2,Yes,Daily Wage Laborer (MNREGA),Rural,PMSBY (Accidental Cover - ₹20/year)
50,23.5,651,3,No,Security Guard,Tier-2,Micro-Endowment (Chota Bachat)
46,27.4,282,1,No,Security Guard,Tier-1,PMJJBY (Life Cover - ₹436/year)
39,24.7,1441,1,Yes,Daily Wage Laborer (MNREGA),Rural,PMSBY (Accidental Cover - ₹20/year)
43,25.1,937,1,Yes,Security Guard,Tier-1,Saral Jeevan Bima (Standard Term)
45,20.2,726,2,No,Security Guard,Tier-1,Micro-Endowment (Chota Bachat)
38,20.9,603,2,No,Security Guard,Tier-2,Micro-Endowment (Chota Bachat)
24,30.3,489,2,No,Small Shopkeeper,Tier-2,PMJJBY (Life Cover - ₹436/year)
34,21.4,619,1,Yes,Farmer (Kisan),Rural,Gramin Dak Sevak (Rural Postal Life)
37,29.8,538,3,Yes,Auto/Taxi Driver,Rural,PMSBY (Accidental Cover - ₹20/year)
58,23.1,976,3,No,Security Guard,Rural,Saral Jeevan Bima (Standard Term)
37,24.0,910,2,Yes,Small Shopkeeper,Tier-2,Saral Jeevan Bima (Standard Term)
39,27.7,1186,3,No,Daily Wage Laborer (MNREGA),Rural,PMSBY (Accidental Cover - ₹20/year)
45,28.5,1158,1,No,Delivery Partner (Gig Worker),Tier-2,PMSBY (Accidental Cover - ₹20/year)
57,23.6,1430,2,Yes,Security Guard,Tier-2,Micro-Endowment (Chota Bachat)
24,22.6,885,2,No,Small Shopkeeper,Tier-1,Saral Jeevan Bima (Standard Term)
18,23.8,1488,1,No,Farmer (Kisan),Tier-1,Saral Jeevan Bima (Standard Term)
49,25.2,1259,2,No,Small Shopkeeper,Rural,Saral Jeevan Bima (Standard Term)
30,27.1,572,1,No,Farmer (Kisan),Tier-2,Gramin Dak Sevak (Rural Postal Life)
47,24.0,1482,2,No,Delivery Partner (Gig Worker),Tier-2,PMSBY (Accidental Cover - ₹20/year)
40,26.2,1193,3,No,Security Guard,Tier-2,Saral Jeevan Bima (Standard Term)
36,29.7,730,2,No,Street Vendor (Rehdi),Tier-1,Micro-Endowment (Chota Bachat)
49,25.3,1123,2,Yes,Delivery Partner (Gig Worker),Tier-2,PMSBY (Accidental Cover - ₹20/year)
47,25.1,222,2,Yes,Auto/Taxi Driver,Rural,PMSBY (Accidental Cover - ₹20/year)
46,18.7,303,0,No,Daily Wage Laborer (MNREGA),Rural,PMSBY (Accidental Cover - ₹20/year)
46,14.8,440,3,No,Small Shopkeeper,Tier-1,PMJJBY (Life Cover - ₹436/year)
47,25.4,1204,1,No,Daily Wage Laborer (MNREGA),Rural,PMSBY (Accidental Cover - ₹20/year)
33,23.7,1102,0,No,Daily Wage Laborer (MNREGA),Tier-2,PMSBY (Accidental Cover - ₹20/year)
57,22.2,1476,3,Yes,Daily Wage Laborer (MNREGA),Tier-2,PMSBY (Accidental Cover - ₹20/year)
36,24.9,1365,2,No,Farmer (Kisan),Rural,Saral Jeevan Bima (Standard Term)
35,23.8,1013,2,No,Small Shopkeeper,Tier-1,PMSBY (Accidental Cover - ₹20/year)
18,27.9,854,1,No,Auto/Taxi Driver,Tier-2,PMSBY (Accidental Cover - ₹20/year)
31,24.3,982,1,Yes,Security Guard,Tier-2,Saral Jeevan Bima (Standard Term)
19,21.4,506,3,Yes,Security Guard,Tier-1,PMSBY (Accidental Cover - ₹20/year)
45,27.5,207,3,No,Street Vendor (Rehdi),Tier-2,PMJJBY (Life Cover - ₹436/year)
47,23.2,1292,1,No,Security Guard,Rural,Saral Jeevan Bima (Standard Term)
55,25.8,774,3,Yes,Auto/Taxi Driver,Rural,PMSBY (Accidental Cover - ₹20/year)
21,22.3,1291,1,No,Security Guard,Tier-1,Saral Jeevan Bima (Standard Term)
18,21.7,1111,2,Yes,Farmer (Kisan),Tier-1,Saral Jeevan Bima (Standard Term)
25,24.3,717,1,No,Delivery Partner (Gig Worker),Rural,PMSBY (Accidental Cover - ₹20/year)
46,24.0,1342,0,No,Security Guard,Tier-1,Saral Jeevan Bima (Standard Term)
56,25.7,1254,1,No,Daily Wage Laborer (MNREGA),Rural,PMSBY (Accidental Cover - ₹20/year)
20,23.1,682,1,No,Daily Wage Laborer (MNREGA),Tier-1,PMSBY (Accidental Cover - ₹20/year)
49,17.6,406,0,No,Delivery Partner (Gig Worker),Rural,PMSBY (Accidental Cover - ₹20/year)
